,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,passage,tags,type
713,713,713,713,713,"II.2. Virus Isolation and Culture

Virus culture must be performed in a laboratory with qualified Biosafety Level 3 (BSL-3). The process is briefly described as follows: Fresh samples of the patient's sputum, feces, etc. are obtained and inoculated on Vero-E6 cells for virus culture. The cytopathic effect (CPE) is observed after 96 hours. Detection of viral nucleic acid in the culture medium indicates a successful culture. Virus titer measurement: After diluting the virus stock concentration by a factor of 10 in series, the TCIDS0 is determined by the micro-cytopathic method. Otherwise, viral viability is determined by plaque forming unit (PFU).
","[{'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 201, 'end_span': 207}]",coronavirus
714,714,714,714,714,"II.3. Detection of Serum Antibody

Specific antibodies are produced after SARS-CoV-2 infection. Serum antibody determination methods include colloidal gold immunochromatography, ELISA, chemiluminescence immunoassay, etc. Positive serum-specific lgM, or specific lgG antibody titer in the recovery phase ~4 times higher than that in the acute phase, can be used as diagnostic criteria for suspected patients with negative nucleic acid detection. During follow-up monitoring, lgM is detectable 10 days after symptom onset and lgG is detectable 12 days after symptom onset. The viral load gradually decreases with the increase of serum antibody levels.
","[{'text': 'SARS-CoV-2 infection', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 74, 'end_span': 94}]",coronavirus
715,715,715,715,715,"II.4. Detecting Indicators of Inflammatory Response

It is recommended to conduct tests of (-reactive protein, procalcitonin, ferritin, D-dimer, total and subpopulations of lymphocytes, IL-4, IL-6, IL-10, TNF-a, INF-y and other indicators of inflammation and immune status, which can help evaluate clinical progress, alert severe and critical tendencies, and provide a basis for the formulation of treatment strategies.

Most patients with C0VID-19 have a normal level of procalcitonin with significantly increased levels of C-reactive protein. A rapid and significantly elevated (-reactive protein level indicates a possibility of secondary infection. D-dimer levels are significantly elevated in severe cases, which is a potential risk factor for poor prognosis. Patients with a low total number of lymphocytes at the beginning of the disease generally have a poor prognosis. Severe patients have a progressively decreased number of peripheral blood lymphocytes. The expression levels of IL-6 and IL-10 in severe patients are increased greatly. Monitoring the levels of IL-6 and IL-10 is helpful to assess the risk of progression to a severe condition.
","[{'text': 'inflammation', 'sem_type': 'general symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000061', 'start_span': 242, 'end_span': 254}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 946, 'end_span': 951}]",coronavirus
716,716,716,716,716,"II.5. Detection of Secondary Bacterial or Fungal Infections

Severe and critically ill patients are vulnerable to secondary bacterial or fungal infections. Qualified specimens should be collected from the infection site for bacterial or fungal culture. If secondary lung infection is suspected, sputum coughed from deep in the lungs, tracheal aspirates, bronchoalveolar lavage fluid, and brush specimens should be collected for culture. Timely blood culture should be performed in patients with high fever. Blood cultures drawn from peripheral venous or catheters should be performed in patients with suspected sepsis who had an indwelling catheter. It is recommended that they take blood G test and GM test at least twice a week in addition to fungal culture.
","[{'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 266, 'end_span': 270}, {'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 295, 'end_span': 301}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 444, 'end_span': 449}, {'text': 'high fever', 'sem_type': 'fever', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000882', 'start_span': 495, 'end_span': 505}, {'text': 'Blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 507, 'end_span': 512}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 683, 'end_span': 688}]",coronavirus
717,717,717,717,717,"II.6. Laboratory Safety

Biosafety protective measures should be determined based on different risk levels of experimental process. Personal protection should be taken in accordance with BSL-3 laboratory protection requirements for respiratory tract specimen collection, nucleic acid detection and virus culture operations. Personal protection in accordance with BSL-2 laboratory protection requirement should be carried out for biochemical, immunological tests and other routine laboratory tests. Specimens should be transported in special transport tanks and boxes that meet biosafety requirements. All laboratory waste should be strictly autoclaved.
","[{'text': 'respiratory tract', 'sem_type': 'respiratory airway', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000065', 'start_span': 232, 'end_span': 249}]",coronavirus
718,718,718,718,718,"III. Imaging Findings of COVID-19 Patients

Thoracic imaging is of great value in the diagnosis of C0VID-19, monitoring of therapeutic efficacy, and patient discharge assessment. A high-resolution CT is highly preferable. Portable chest X-rays are helpful for critically ill patients who are immobile. CT for baseline evaluation of patients with C0VID-19 is usually performed on the day of admission, or if ideal therapeutic efficacy is not reached, it can be re-performed after 2 to 3 days. If symptoms are stable or improved after treatment, the chest CT scan can be reviewed after 5 to 7 days. Daily routine portable chest X-rays are recommended for critically ill patients.

C0VID-19 at the early stage often presents with multifocal patchy shadows or ground glass opacities located in the lung periphery, subpleural area, and both lower lobes on chest CT scans. The long axis of the lesion is mostly parallel to the pleura. Interlobular septa I thickening and intralobular interstitial thickening, displaying as subpleural reticulation namely a ""crazy paving"" pattern, is observed in some ground glass opacities. A small number of cases may show solitary, local lesions, or nodular/ patchy lesion distributed consistent with bronchus with peripheral ground glass opacities changes. Disease progression mostly occurs in the course of 7-10 days, with enlarged and increased density of the lesions compared with previous images, and consolidated lesions with air bronchogram sign. Critical cases may show further expanded consolidation, with the whole lung density showing increased opacity, sometimes known as a ""white lung"". After the condition is relieved, the ground glass opacities can be completely absorbed, and some consolidation lesions will leave fibrotic stripes or subpleural reticulation. Patients with multiple lobular involvement, especially those with expanded lesions should be observed for disease exacerbation. Those with typical CT pulmonary manifestations should be isolated and undergo continuous nucleic acid tests even if the nucleic acid test of SAR-CoV-2 is negative.

Typical CT features of C0VID-19 :

[file:///handbook-image-5.png]

Figure 1, Figure 2: patchy ground glass opacities;
Figure 3: nodules and patchy exudation;
Figure 4, Figure 5: multifocal consolidation lesions;
Figure 6: diffuse consolidation, ""white lung''.22
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 25, 'end_span': 33}, {'text': 'discharge', 'sem_type': 'general symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000651', 'start_span': 157, 'end_span': 166}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 794, 'end_span': 798}, {'text': 'pleura', 'sem_type': 'serous membrane', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000977', 'start_span': 921, 'end_span': 927}, {'text': 'bronchus', 'sem_type': 'respiratory tube', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002185', 'start_span': 1230, 'end_span': 1238}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 1554, 'end_span': 1558}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 1622, 'end_span': 1626}, {'text': 'SAR', 'sem_type': 'Eukaryota', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2698737', 'start_span': 2073, 'end_span': 2076}]",coronavirus
719,719,719,719,719,"IV. Application of Bronchoscopy in the Diagnosis and Management of COVID-19 Patients

Flexible bronchoscopy is versatile, easy to use, and well tolerated in mechanically ventilated COVID-19 patients. Its applications include:

(1) Collection of respiratory specimens from the lower respiratory tract (i.e. sputum, endotracheal aspirate, bronchoalveolar lavage) for SARS-CoV-2 or other pathogens guides the selection of appropriate antimicrobials, which may lead to clinical benefits. Our experience indicates that lower respiratory specimens are more likely to be positive for SAR-CoV-2 than upper respiratory specimens.

(2) Can be used for localization of the site of bleeding, cessation of hemoptysis, sputum or blood clots removal; if the site of bleeding is identified by bronchoscopy, local injection of cold saline, epinephrine, vasopressin, or fibrin as well as laser treatment can be performed via the bronchoscope.

(3) Assist in the establishment of artificial airways; guide tracheal intubation or percutane-ous tracheotomy.

(4) Drugs such as infusion of a-interferon and N-acetylcysteine can be administrated via the bronchoscope.

Bronchoscopic views of extensive bronchial mucosa[ hyperemia, swelling, mucus-like secretions in the lumen and jelly-like sputum blocking the airway in critically ill patients. (Figure 7).

[file:///handbook-image-6.png]

Figure 7: Bronchoscopic manifestations of COVID-19: bronchial mucosa swelling and congestion; large amounts of mucus secretions in the lumen
","[{'text': 'Application', 'sem_type': 'role', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_33232', 'start_span': 4, 'end_span': 15}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 67, 'end_span': 75}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 181, 'end_span': 189}, {'text': 'lower respiratory tract', 'sem_type': 'proximo-distal subdivision of respiratory tract', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001558', 'start_span': 276, 'end_span': 299}, {'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 306, 'end_span': 312}, {'text': 'SARS-CoV-2', 'sem_type': 'Severe acute respiratory syndrome-related coronavirus', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2697049', 'start_span': 365, 'end_span': 375}, {'text': 'SAR', 'sem_type': 'Eukaryota', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2698737', 'start_span': 577, 'end_span': 580}, {'text': 'bleeding', 'sem_type': 'general symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000007', 'start_span': 670, 'end_span': 678}, {'text': 'hemoptysis', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000517', 'start_span': 693, 'end_span': 703}, {'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 705, 'end_span': 711}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 715, 'end_span': 720}, {'text': 'bleeding', 'sem_type': 'general symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000007', 'start_span': 751, 'end_span': 759}, {'text': 'mucosa', 'sem_type': 'organ component layer', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000344', 'start_span': 1189, 'end_span': 1195}, {'text': 'hyperemia', 'sem_type': 'hemic system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000299', 'start_span': 1197, 'end_span': 1206}, {'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 1268, 'end_span': 1274}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 1410, 'end_span': 1418}, {'text': 'mucosa', 'sem_type': 'organ component layer', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000344', 'start_span': 1430, 'end_span': 1436}, {'text': 'congestion', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000237', 'start_span': 1450, 'end_span': 1460}]",coronavirus
720,720,720,720,720,"V. Diagnosis and Clinical Classification of COVID-19

Early diagnosis, treatment and isolation should be carried out whenever possible. Dynamic monitoring of lung imaging, oxygenation index and cytokine levels are helpful for early identification of patients who may develop into severe and critical cases. A positive result of the nucleic acid of SARS-CoV-2 is the gold standard for the diagnosis of COVID-19. However, considering the possibility of false negatives in nucleic acid detection, suspected cases characteristic manifestations in CT scans can be treated as confirmed cases even if the nucleic acid test is negative. Isolation and continuous tests of multiple specimens should be carried out in such cases.

The diagnostic criteria follow Protocols for the Diagnosis and Treatment of CDVID-2019. A confirmed case is based on epidemiological history (including cluster transmission), clinical manifestations (fever and respiratory symptoms), lung imaging, and results of SARS-CoV-2 nucleic acid detection and serum-specific antibodies.

Clinical Classifications:

(1) Mild Cases

The clinical symptoms are mild and no pneumonia manifestations can be found in imaging.

(2) Moderate Cases

Patients have symptoms such as fever and respiratory tract symptoms, etc. and pneumonia manifestations can be seen in imaging.

(3) Severe Cases

Adults who meet any of the following criteria: respiratory rate ;;, 30 breaths/min; oxygen saturations; 93% at a rest state; arterial partial pressure of oxygen (PaO,)/oxy-gen concentration (FiO,) s; 300 mm Hg. Patients with> 50% lesions progression within 24 to 48 hours in lung imaging should be treated as severe cases.

(4) Critical Cases

Meeting any of the following criteria: occurrence of respiratory failure requiring mechanical ventilation; presence of shock; other organ failure that requires monitoring and treatment in the ICU.

Critical cases are further divided into early, middle and late stages according to the oxygenation index and compliance of respiratory system.

* Early stage: 100 mmHg <oxygenation index ≤150 mm Hg; compliance of respiratory system ≥30 ml/cmH₂O; without organ failure other than the lungs. The patient has a great chance of recovery through active antiviral, anti-cytokine storm, and supportive treatment.

* Middle stage: 60 mmHg < oxygenation index ≤100 mm Hg; 30 mL/cmH₂O > compliance of respiratory system ≥15 mL/cmH₂O; may be complicated by other mild or moderate dysfunction of other organs.

• Late stage: oxygenation index ≤60 mmHg; compliance of respiratory system <15 mL/cmH₂O; diffuse consolidation of both lungs that requires the use of ECMO; or failure of other vital organs. The mortality risk is significantly increased.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 44, 'end_span': 52}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 158, 'end_span': 162}, {'text': 'SARS-CoV-2', 'sem_type': 'Severe acute respiratory syndrome-related coronavirus', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2697049', 'start_span': 348, 'end_span': 358}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 401, 'end_span': 409}, {'text': 'fever', 'sem_type': 'neurological and physiological symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000613', 'start_span': 920, 'end_span': 925}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 953, 'end_span': 957}, {'text': 'SARS-CoV-2', 'sem_type': 'Severe acute respiratory syndrome-related coronavirus', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2697049', 'start_span': 982, 'end_span': 992}, {'text': 'pneumonia', 'sem_type': 'pneumonitis', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0019168', 'start_span': 1129, 'end_span': 1138}, {'text': 'fever', 'sem_type': 'neurological and physiological symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000613', 'start_span': 1231, 'end_span': 1236}, {'text': 'respiratory tract', 'sem_type': 'respiratory airway', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000065', 'start_span': 1241, 'end_span': 1258}, {'text': 'pneumonia', 'sem_type': 'pneumonitis', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0019168', 'start_span': 1278, 'end_span': 1287}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 1621, 'end_span': 1625}, {'text': 'respiratory failure', 'sem_type': 'lung disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_11162', 'start_span': 1743, 'end_span': 1762}, {'text': 'shock', 'sem_type': 'cardiovascular system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000450', 'start_span': 1809, 'end_span': 1814}, {'text': 'organ', 'sem_type': 'multicellular anatomical structure', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000062', 'start_span': 1822, 'end_span': 1827}, {'text': 'respiratory system', 'sem_type': 'anatomical system', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001004', 'start_span': 2011, 'end_span': 2029}, {'text': '100 mmHg', 'sem_type': 'MEASURE', 'concept_id': '', 'start_span': 2047, 'end_span': 2055}, {'text': 'respiratory system', 'sem_type': 'anatomical system', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001004', 'start_span': 2101, 'end_span': 2119}, {'text': 'organ', 'sem_type': 'multicellular anatomical structure', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000062', 'start_span': 2142, 'end_span': 2147}, {'text': '60 mmHg', 'sem_type': 'MEASURE', 'concept_id': '', 'start_span': 2311, 'end_span': 2318}, {'text': 'respiratory system', 'sem_type': 'anatomical system', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001004', 'start_span': 2379, 'end_span': 2397}, {'text': 'mmHg', 'sem_type': 'UNIT', 'concept_id': '', 'start_span': 2523, 'end_span': 2527}, {'text': 'respiratory system', 'sem_type': 'anatomical system', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001004', 'start_span': 2543, 'end_span': 2561}]",coronavirus
721,721,721,721,721,"VI. Antiviral Treatment for Timely Elimination of Pathogens

An early antiviral treatment can reduce the incidence of severe and critical cases. Although there is no clinical evidence for effective antiviral drugs, currently the antiviral strategies based on the characteristics of SAR-CoV-2 are adopted according to Protocols for Diagnosis and Treatment of COVID-19: Prevention, Control, Diagnosis and Management.

1. Antiviral Treatment

At FAHZU, lopinavir/ritonavir (2 capsules, po q12h} combined with arbidol (200 mg po ql 2h) were applied as the basic regimen. From the treatment experience of 49 patients in our hospital, the average time to achieve negative viral nucleic acid test for the first time was 12 days (95% Cl: 8-15 days). The duration of negative nucleic acid test result (negative for more than 2 times consecutively with interval<! 24h} was 13.5 days (95% Cl: 9.5 - 17.5 days).

If the basic regimen is not effective, chloroquine phosphate can be used on adults between 18-65 years old (weight<! so kg: 500 mg bid; weight ~so kg: 500 mg bid for first two days, 500 mg qd for following five days).

Interferon nebulization is recommended in Protocols for Diagnosis and Treatment of COVID-19. We recommend that it should be performed in negative-pressure wards rather than general wards due to the possibility of aerosol transmission.

Darunavir/cobicistat has some degree of antiviral activity in viral suppression test in vitro, based on the treatment experience of AIDS patients, and the adverse events are relatively mild. For patients who are intolerant to lopinavir/ritonavir, darunavir/ cobicistat (1 tablet qd) or favipiravir (starting dose of 1600 mg followed by 600 mg tid) is an alternative option after the ethical review. Simultaneous use of three or more antiviral drugs is not recommended.

2. Course of Treatment

The treatment course of chloroquine phosphate should be no more than 7 days. The treatment course of other regimens has not been determined and are usually around 2 weeks. Antiviral drugs should be stopped if nucleic acid test results from sputum specimens remain negative for more than 3 times.
","[{'text': 'SAR', 'sem_type': 'Eukaryota', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2698737', 'start_span': 282, 'end_span': 285}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 358, 'end_span': 366}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 1203, 'end_span': 1211}, {'text': 'AIDS', 'sem_type': 'human immunodeficiency virus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_635', 'start_span': 1488, 'end_span': 1492}, {'text': 'sputum', 'sem_type': 'respiratory system and chest symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000431', 'start_span': 2090, 'end_span': 2096}]",coronavirus
722,722,722,722,722,"VII. Anti-shock and Anti-hypoxemia Treatment

During the progression from the severe to critically ill stage, patients may develop severe hypoxemia, cytokine cascade and severe infections that might develop into shock, tissue perfusion disorders, and even multiple organ failure. Treatment is aimed at incentive removal and fluid recovery. The artificial liver support system (ALSS} and blood purification can effectively diminish inflammatory mediators and cytokine cascade and prevent the incidence of shock, hypoxemia and respiratory distress syndrome.
","[{'text': 'shock', 'sem_type': 'cardiovascular system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000450', 'start_span': 10, 'end_span': 15}, {'text': 'hypoxemia', 'sem_type': 'hemic system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000303', 'start_span': 25, 'end_span': 34}, {'text': 'hypoxemia', 'sem_type': 'hemic system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000303', 'start_span': 138, 'end_span': 147}, {'text': 'shock', 'sem_type': 'cardiovascular system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000450', 'start_span': 212, 'end_span': 217}, {'text': 'tissue', 'sem_type': 'multicellular anatomical structure', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000479', 'start_span': 219, 'end_span': 225}, {'text': 'multiple organ failure', 'sem_type': 'general symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000724', 'start_span': 256, 'end_span': 278}, {'text': 'liver', 'sem_type': 'exocrine gland', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002107', 'start_span': 355, 'end_span': 360}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 387, 'end_span': 392}, {'text': 'shock', 'sem_type': 'cardiovascular system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000450', 'start_span': 504, 'end_span': 509}, {'text': 'hypoxemia', 'sem_type': 'hemic system symptom', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000303', 'start_span': 511, 'end_span': 520}, {'text': 'syndrome', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_225', 'start_span': 546, 'end_span': 554}]",coronavirus
723,723,723,723,723,"VII.1. Usage of Glucocorticoids when Necessary

Appropriate and short-term use of corticosteroids to inhibit cytokine cascade and to prevent disease progression should be considered for patients with severe COVID-19 pneumonia as early as possible. However, a high dose of glucocorticoids should be avoided due to adverse events and complications.
","[{'text': 'severe COVID-19', 'sem_type': 'COVID-19', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0081013', 'start_span': 200, 'end_span': 215}, {'text': 'pneumonia', 'sem_type': 'pneumonitis', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0019168', 'start_span': 216, 'end_span': 225}]",coronavirus
724,724,724,724,724,"1.1 Indication for Corticosteroids

(1) for those in severe and critically ill stage;
(2) for those with persistent high fever (temperature above 39°C};
(3) for those whose computerized tomography (CT) demonstrated patchy ground-glass attenuation or more than 30% area of the lungs are involved;
(4) for those whose CT demonstrated rapid progression (more than 50% area involved in pulmonary CT images within 48 hours);
(5) for those whose IL-6 is above;;, 5 ULN.
","[{'text': 'high fever', 'sem_type': 'fever', 'concept_id': 'http://purl.obolibrary.org/obo/SYMP_0000882', 'start_span': 116, 'end_span': 126}]",coronavirus
725,725,725,725,725,"1.2 Application of Corticosteroids

Initial routine methylprednisolone at a dose of 0.75-1.5 mg/kg intravenously once a day (nearly 40 mg once or twice a day) is recommended. However, methylprednisolone at a dose of 40 mg q12h can be considered for patients with falling body temperature or for patients with significantly increased cytokines under routine doses of steroid. Even methylprednisolone at a dose of 40 mg-80 mg ql2h can be considered for critical cases. Closely monitor body temperature, blood oxygen saturation, blood routine, c-reactive protein, cytokines, biochemical profile and lung CT every 2 to 3 days during the treatment as necessary. The dosage of methylprednisolone should be halved every 3 to 5 days if medical conditions of patients are improved, the body temperature normaliz-es, or involved lesions on CT are significantly absorbed. Oral methylprednisolone (Medrol) once a day is recommended when the intravenous dose is reduced to 20 mg per day. The course of corticosteroids in not defined; some experts have suggesting ceasing corticosteroids treatment when patients are nearly recovered.
","[{'text': 'Application', 'sem_type': 'role', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_33232', 'start_span': 4, 'end_span': 15}, {'text': 'steroid', 'sem_type': 'lipid', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_35341', 'start_span': 366, 'end_span': 373}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 501, 'end_span': 506}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 526, 'end_span': 531}, {'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 596, 'end_span': 600}]",coronavirus
726,726,726,726,726,"1.3 Special Consideration during Treatment

(1) screening of TB by T-SPOT assay, HBV and HCV by antibody assay should be performed before corticosteroid therapy;
(2) proton pump inhibitors could be considered to prevent complications;
(3) blood glucose should be monitored. High blood glucose should be treated with insulin when necessary;
(4) low serum potassium should be corrected;
(5) liver function should be monitored closely;
(6) traditional Chinese herbal medicine may be considered for patients who are sweating;
(7) sedative-hypnotics can be administered temporarily for patients with sleep disorder.
","[{'text': 'corticosteroid', 'sem_type': 'steroid', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_50858', 'start_span': 138, 'end_span': 152}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 239, 'end_span': 244}, {'text': 'blood', 'sem_type': 'haemolymphatic fluid', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000178', 'start_span': 279, 'end_span': 284}, {'text': 'liver', 'sem_type': 'exocrine gland', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002107', 'start_span': 389, 'end_span': 394}, {'text': 'sleep disorder', 'sem_type': 'disease of mental health', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_535', 'start_span': 595, 'end_span': 609}]",coronavirus
